order_id,order_date,product_id,product_name,category,quantity,unit_price,revenue
ORD0024876,2024-04-26,P1024,Storage Containers,Home & Kitchen,18,1677.15,30188.75
ORD0045586,2024-04-26,P1044,Instant Noodles Pack,Grocery,6,1539.48,9236.87
ORD0002009,2024-04-26,P1002,Bluetooth Speaker,Electronics,14,1660.97,23253.64
ORD0023830,2024-04-26,P1023,LED Bulb Pack,Home & Kitchen,1,1321.31,1321.31
ORD0033397,2024-04-26,P1032,Body Lotion,Beauty & Personal Care,2,1351.56,2703.13
ORD0022893,2024-04-26,P1022,Mixer Grinder,Home & Kitchen,7,3369.66,23587.6
ORD0022892,2024-04-26,P1022,Mixer Grinder,Home & Kitchen,3,3362.74,10088.21
ORD0043484,2024-04-26,P1042,Green Tea Box,Grocery,10,1114.34,11143.43
ORD0060450,2024-04-26,P1059,Badminton Racket,Sports & Fitness,3,1919.32,5757.95
ORD0060451,2024-04-26,P1059,Badminton Racket,Sports & Fitness,11,2050.76,22558.36
ORD0055517,2024-04-26,P1054,Cricket Bat,Sports & Fitness,5,2037.11,10185.57
ORD0039405,2024-04-26,P1038,Face Mask Pack,Beauty & Personal Care,1,3783.23,3783.23
ORD0034350,2024-04-26,P1033,Perfume,Beauty & Personal Care,3,1235.94,3707.82
ORD0047763,2024-04-26,P1046,Honey Jar,Grocery,23,3247.67,74696.33
ORD0037404,2024-04-26,P1036,Sunscreen,Beauty & Personal Care,10,4562.85,45628.47
ORD0047764,2024-04-26,P1046,Honey Jar,Grocery,5,3319.33,16596.65
ORD0018712,2024-04-26,P1018,Backpack,Fashion,3,2661.31,7983.94
ORD0023829,2024-04-26,P1023,LED Bulb Pack,Home & Kitchen,6,1210.41,7262.47
ORD0041288,2024-04-26,P1040,Basmati Rice 5kg,Grocery,8,2967.15,23737.16
ORD0030229,2024-04-26,P1029,Table Lamp,Home & Kitchen,5,2685.99,13429.94
ORD0042386,2024-04-26,P1041,Cooking Oil 1L,Grocery,36,2582.59,92973.39
ORD0041287,2024-04-26,P1040,Basmati Rice 5kg,Grocery,5,2862.77,14313.85
ORD0057530,2024-04-26,P1056,Water Bottle,Sports & Fitness,12,4893.34,58720.04
ORD0057529,2024-04-26,P1056,Water Bottle,Sports & Fitness,1,5056.19,5056.19
ORD0009193,2024-04-26,P1009,LED Monitor,Electronics,7,501.48,3510.39
ORD0058560,2024-04-26,P1057,Fitness Tracker Band,Sports & Fitness,4,4471.54,17886.17
ORD0018713,2024-04-26,P1018,Backpack,Fashion,4,2736.88,10947.52
ORD0033396,2024-04-26,P1032,Body Lotion,Beauty & Personal Care,2,1305.43,2610.87
ORD0036313,2024-04-26,P1035,Trimmer,Beauty & Personal Care,19,2034.59,38657.19
ORD0012250,2024-04-26,P1012,Denim Jeans,Fashion,7,3042.13,21294.9
ORD0025964,2024-04-26,P1025,Bedsheet Set,Home & Kitchen,8,3831.13,30649.01
ORD0017627,2024-04-26,P1017,Sunglasses,Fashion,12,876.98,10523.72
ORD0059501,2024-04-26,P1058,Gym Gloves,Sports & Fitness,4,1492.72,5970.87
ORD0031300,2024-04-26,P1030,Face Wash,Beauty & Personal Care,18,528.16,9506.82
ORD0048772,2024-04-26,P1047,Protein Bar Pack,Grocery,1,902.77,902.77
ORD0019760,2024-04-26,P1019,Sneakers,Fashion,6,3615.14,21690.81
ORD0044539,2024-04-26,P1043,Almonds 500g,Grocery,5,3629.73,18148.65
ORD0001068,2024-04-26,P1001,Smartwatch,Electronics,3,3102.79,9308.37
ORD0001069,2024-04-26,P1001,Smartwatch,Electronics,8,3207.68,25661.4
ORD0056505,2024-04-26,P1055,Football,Sports & Fitness,10,4834.56,48345.58
ORD0021826,2024-04-26,P1021,Electric Kettle,Home & Kitchen,3,1122.2,3366.59
ORD0003833,2024-04-26,P1004,USB-C Cable,Electronics,5,3827.21,19136.03
ORD0050624,2024-04-26,P1049,Oats Pack,Grocery,1,4532.49,4532.49
ORD0038448,2024-04-26,P1037,Lip Balm,Beauty & Personal Care,13,3022.43,39291.63
ORD0003832,2024-04-26,P1004,USB-C Cable,Electronics,1,3643.19,3643.19
ORD0029192,2024-04-26,P1028,Vacuum Cleaner,Home & Kitchen,8,3261.89,26095.14
ORD0053498,2024-04-26,P1052,Resistance Bands,Sports & Fitness,1,183.9,183.9
ORD0020765,2024-04-26,P1020,Non-stick Pan,Home & Kitchen,12,3186.78,38241.34
ORD0015508,2024-04-26,P1015,Winter Jacket,Fashion,6,3397.25,20383.53
ORD0020766,2024-04-26,P1020,Non-stick Pan,Home & Kitchen,1,3207.64,3207.64
ORD0052468,2024-04-26,P1051,Dumbbell Set,Sports & Fitness,8,1993.69,15949.54
ORD0032369,2024-04-26,P1031,Shampoo,Beauty & Personal Care,5,1788.68,8943.39
ORD0006041,2024-04-26,P1006,Webcam,Electronics,12,4305.08,51660.9
ORD0011255,2024-04-26,P1011,Women's Kurti,Fashion,13,4256.17,55330.19
ORD0016599,2024-04-26,P1016,Leather Wallet,Fashion,7,132.57,927.97
ORD0028128,2024-04-26,P1027,Air Freshener,Home & Kitchen,12,4102.7,49232.35
ORD0050625,2024-04-26,P1049,Oats Pack,Grocery,3,4630.21,13890.62
ORD0040239,2024-04-26,P1039,Hair Oil,Beauty & Personal Care,12,2436.19,29234.29
ORD0008202,2024-04-26,P1008,Mechanical Keyboard,Electronics,6,3316.83,19901.0
ORD0051620,2024-04-26,P1050,Yoga Mat,Sports & Fitness,4,4526.64,18106.55
ORD0052469,2024-04-26,P1051,Dumbbell Set,Sports & Fitness,5,1802.56,9012.78
ORD0021825,2024-04-26,P1021,Electric Kettle,Home & Kitchen,4,1174.87,4699.47
ORD0012249,2024-04-26,P1012,Denim Jeans,Fashion,10,2854.73,28547.35
ORD0013368,2024-04-26,P1013,Running Shoes,Fashion,24,151.33,3631.96
ORD0014449,2024-04-26,P1014,Formal Shirt,Fashion,13,616.16,8010.05
ORD0004925,2024-04-26,P1005,Laptop Stand,Electronics,17,4463.81,75884.85
ORD0000238,2024-04-26,P1000,Wireless Earbuds,Electronics,3,4713.08,14139.24
ORD0054461,2024-04-26,P1053,Skipping Rope,Sports & Fitness,24,4366.89,104805.42
ORD0015510,2024-04-27,P1015,Winter Jacket,Fashion,5,3502.9,17514.48
ORD0041290,2024-04-27,P1040,Basmati Rice 5kg,Grocery,4,3049.9,12199.6
ORD0015509,2024-04-27,P1015,Winter Jacket,Fashion,1,3270.2,3270.2
ORD0033398,2024-04-27,P1032,Body Lotion,Beauty & Personal Care,2,1367.26,2734.53
ORD0039406,2024-04-27,P1038,Face Mask Pack,Beauty & Personal Care,1,3928.69,3928.69
ORD0019761,2024-04-27,P1019,Sneakers,Fashion,4,3237.91,12951.64
ORD0041289,2024-04-27,P1040,Basmati Rice 5kg,Grocery,10,2973.43,29734.25
ORD0003834,2024-04-27,P1004,USB-C Cable,Electronics,9,3750.43,33753.87
ORD0038449,2024-04-27,P1037,Lip Balm,Beauty & Personal Care,12,3200.24,38402.92
ORD0012251,2024-04-27,P1012,Denim Jeans,Fashion,9,2922.13,26299.13
ORD0012252,2024-04-27,P1012,Denim Jeans,Fashion,14,3166.32,44328.46
ORD0020767,2024-04-27,P1020,Non-stick Pan,Home & Kitchen,11,3317.88,36496.65
ORD0028130,2024-04-27,P1027,Air Freshener,Home & Kitchen,4,4157.53,16630.12
ORD0024877,2024-04-27,P1024,Storage Containers,Home & Kitchen,17,1638.13,27848.16
ORD0028129,2024-04-27,P1027,Air Freshener,Home & Kitchen,15,4085.56,61283.34
ORD0006043,2024-04-27,P1006,Webcam,Electronics,6,4274.71,25648.26
ORD0016600,2024-04-27,P1016,Leather Wallet,Fashion,5,133.56,667.81
ORD0006042,2024-04-27,P1006,Webcam,Electronics,21,4122.68,86576.24
ORD0019762,2024-04-27,P1019,Sneakers,Fashion,8,3531.61,28252.9
ORD0029193,2024-04-27,P1028,Vacuum Cleaner,Home & Kitchen,2,3426.82,6853.64
ORD0035321,2024-04-27,P1034,Hair Dryer,Beauty & Personal Care,10,4797.29,47972.88
ORD0058561,2024-04-27,P1057,Fitness Tracker Band,Sports & Fitness,6,4158.34,24950.02
ORD0022894,2024-04-27,P1022,Mixer Grinder,Home & Kitchen,3,3311.94,9935.81
ORD0002011,2024-04-27,P1002,Bluetooth Speaker,Electronics,10,1680.24,16802.39
ORD0056506,2024-04-27,P1055,Football,Sports & Fitness,8,4867.91,38943.26
ORD0021827,2024-04-27,P1021,Electric Kettle,Home & Kitchen,6,1144.1,6864.59
ORD0021828,2024-04-27,P1021,Electric Kettle,Home & Kitchen,7,1147.52,8032.67
ORD0003001,2024-04-27,P1003,Power Bank,Electronics,1,1890.61,1890.61
ORD0032370,2024-04-27,P1031,Shampoo,Beauty & Personal Care,16,1875.74,30011.77
ORD0017629,2024-04-27,P1017,Sunglasses,Fashion,7,827.94,5795.6
ORD0017628,2024-04-27,P1017,Sunglasses,Fashion,27,922.65,24911.5
ORD0011256,2024-04-27,P1011,Women's Kurti,Fashion,7,4227.88,29595.16
ORD0048774,2024-04-27,P1047,Protein Bar Pack,Grocery,2,1026.89,2053.78
ORD0048773,2024-04-27,P1047,Protein Bar Pack,Grocery,2,968.29,1936.57
ORD0059502,2024-04-27,P1058,Gym Gloves,Sports & Fitness,7,1465.02,10255.16
ORD0000240,2024-04-27,P1000,Wireless Earbuds,Electronics,3,4234.84,12704.53
ORD0000239,2024-04-27,P1000,Wireless Earbuds,Electronics,2,4661.83,9323.65
ORD0045587,2024-04-27,P1044,Instant Noodles Pack,Grocery,12,1491.35,17896.17
ORD0040240,2024-04-27,P1039,Hair Oil,Beauty & Personal Care,9,2504.91,22544.16
ORD0014450,2024-04-27,P1014,Formal Shirt,Fashion,3,563.41,1690.24
ORD0055518,2024-04-27,P1054,Cricket Bat,Sports & Fitness,6,2086.55,12519.28
ORD0043485,2024-04-27,P1042,Green Tea Box,Grocery,10,1044.02,10440.16
ORD0049650,2024-04-27,P1048,Peanut Butter,Grocery,1,4398.91,4398.91
ORD0047765,2024-04-27,P1046,Honey Jar,Grocery,24,3272.2,78532.86
ORD0042387,2024-04-27,P1041,Cooking Oil 1L,Grocery,44,2604.56,114600.84
ORD0057531,2024-04-27,P1056,Water Bottle,Sports & Fitness,21,4737.88,99495.42
ORD0002010,2024-04-27,P1002,Bluetooth Speaker,Electronics,3,1775.43,5326.28
ORD0049651,2024-04-27,P1048,Peanut Butter,Grocery,4,4936.12,19744.47
ORD0010222,2024-04-27,P1010,Men's T-Shirt,Fashion,1,936.47,936.47
ORD0023831,2024-04-27,P1023,LED Bulb Pack,Home & Kitchen,1,1287.07,1287.07
ORD0050627,2024-04-27,P1049,Oats Pack,Grocery,2,4518.86,9037.72
ORD0050626,2024-04-27,P1049,Oats Pack,Grocery,2,4506.64,9013.28
ORD0023832,2024-04-27,P1023,LED Bulb Pack,Home & Kitchen,4,1330.97,5323.87
ORD0014451,2024-04-27,P1014,Formal Shirt,Fashion,22,579.61,12751.38
ORD0010221,2024-04-27,P1010,Men's T-Shirt,Fashion,4,828.18,3312.7
ORD0044540,2024-04-27,P1043,Almonds 500g,Grocery,11,3779.46,41574.1
ORD0051621,2024-04-27,P1050,Yoga Mat,Sports & Fitness,2,4253.65,8507.31
ORD0030230,2024-04-27,P1029,Table Lamp,Home & Kitchen,2,2969.16,5938.32
ORD0009194,2024-04-27,P1009,LED Monitor,Electronics,7,521.57,3650.98
ORD0027030,2024-04-27,P1026,Curtains,Home & Kitchen,12,3109.85,37318.16
ORD0007141,2024-04-27,P1007,Gaming Mouse,Electronics,20,3837.79,76755.83
ORD0034352,2024-04-27,P1033,Perfume,Beauty & Personal Care,2,1204.43,2408.87
ORD0046673,2024-04-27,P1045,Coffee Powder,Grocery,8,230.1,1840.77
ORD0034351,2024-04-27,P1033,Perfume,Beauty & Personal Care,7,1331.31,9319.2
ORD0036314,2024-04-27,P1035,Trimmer,Beauty & Personal Care,27,2122.68,57312.37
ORD0013370,2024-04-27,P1013,Running Shoes,Fashion,15,139.55,2093.18
ORD0013369,2024-04-27,P1013,Running Shoes,Fashion,4,147.4,589.6
ORD0053500,2024-04-27,P1052,Resistance Bands,Sports & Fitness,3,173.72,521.17
ORD0052470,2024-04-27,P1051,Dumbbell Set,Sports & Fitness,13,1780.44,23145.66
ORD0018714,2024-04-27,P1018,Backpack,Fashion,10,2717.18,27171.76
ORD0037406,2024-04-27,P1036,Sunscreen,Beauty & Personal Care,14,4448.48,62278.7
ORD0009195,2024-04-27,P1009,LED Monitor,Electronics,9,513.39,4620.47
ORD0025965,2024-04-27,P1025,Bedsheet Set,Home & Kitchen,14,3633.74,50872.39
ORD0025966,2024-04-27,P1025,Bedsheet Set,Home & Kitchen,2,3511.82,7023.64
ORD0031301,2024-04-27,P1030,Face Wash,Beauty & Personal Care,14,581.98,8147.76
ORD0030231,2024-04-27,P1029,Table Lamp,Home & Kitchen,3,2734.63,8203.88
ORD0035320,2024-04-27,P1034,Hair Dryer,Beauty & Personal Care,2,5018.08,10036.16
ORD0053499,2024-04-27,P1052,Resistance Bands,Sports & Fitness,1,172.18,172.18
ORD0054462,2024-04-27,P1053,Skipping Rope,Sports & Fitness,36,4679.77,168471.76
ORD0060452,2024-04-27,P1059,Badminton Racket,Sports & Fitness,8,1853.04,14824.29
ORD0004926,2024-04-27,P1005,Laptop Stand,Electronics,4,4386.81,17547.24
ORD0004927,2024-04-27,P1005,Laptop Stand,Electronics,16,4162.77,66604.39
ORD0008203,2024-04-27,P1008,Mechanical Keyboard,Electronics,12,3154.97,37859.59
ORD0051622,2024-04-28,P1050,Yoga Mat,Sports & Fitness,8,4670.26,37362.08
ORD0039407,2024-04-28,P1038,Face Mask Pack,Beauty & Personal Care,6,3944.95,23669.72
ORD0024878,2024-04-28,P1024,Storage Containers,Home & Kitchen,15,1684.47,25267.04
ORD0046674,2024-04-28,P1045,Coffee Powder,Grocery,6,234.45,1406.72
ORD0009197,2024-04-28,P1009,LED Monitor,Electronics,1,521.91,521.91
ORD0023833,2024-04-28,P1023,LED Bulb Pack,Home & Kitchen,4,1274.18,5096.73
ORD0038450,2024-04-28,P1037,Lip Balm,Beauty & Personal Care,10,2985.77,29857.71
ORD0024879,2024-04-28,P1024,Storage Containers,Home & Kitchen,19,1735.04,32965.75
ORD0003002,2024-04-28,P1003,Power Bank,Electronics,1,1909.14,1909.14
ORD0011257,2024-04-28,P1011,Women's Kurti,Fashion,3,4474.88,13424.65
ORD0017630,2024-04-28,P1017,Sunglasses,Fashion,12,836.86,10042.29
ORD0017631,2024-04-28,P1017,Sunglasses,Fashion,23,838.66,19289.24
ORD0031302,2024-04-28,P1030,Face Wash,Beauty & Personal Care,15,579.49,8692.4
ORD0056508,2024-04-28,P1055,Football,Sports & Fitness,1,4803.42,4803.42
ORD0039408,2024-04-28,P1038,Face Mask Pack,Beauty & Personal Care,1,3698.81,3698.81
ORD0009196,2024-04-28,P1009,LED Monitor,Electronics,9,523.2,4708.84
ORD0056507,2024-04-28,P1055,Football,Sports & Fitness,3,5032.32,15096.95
ORD0043487,2024-04-28,P1042,Green Tea Box,Grocery,8,1038.39,8307.15
ORD0041291,2024-04-28,P1040,Basmati Rice 5kg,Grocery,9,2774.59,24971.28
ORD0013372,2024-04-28,P1013,Running Shoes,Fashion,22,154.33,3395.28
ORD0013371,2024-04-28,P1013,Running Shoes,Fashion,5,151.51,757.56
ORD0053501,2024-04-28,P1052,Resistance Bands,Sports & Fitness,5,187.43,937.16
ORD0030232,2024-04-28,P1029,Table Lamp,Home & Kitchen,11,2857.95,31437.45
ORD0025967,2024-04-28,P1025,Bedsheet Set,Home & Kitchen,16,3557.74,56923.89
ORD0008204,2024-04-28,P1008,Mechanical Keyboard,Electronics,5,3184.25,15921.23
ORD0001070,2024-04-28,P1001,Smartwatch,Electronics,5,3078.58,15392.89
ORD0054463,2024-04-28,P1053,Skipping Rope,Sports & Fitness,16,4641.99,74271.91
ORD0054464,2024-04-28,P1053,Skipping Rope,Sports & Fitness,11,4557.48,50132.25
ORD0004928,2024-04-28,P1005,Laptop Stand,Electronics,11,4585.25,50437.74
ORD0044541,2024-04-28,P1043,Almonds 500g,Grocery,13,3386.62,44026.08
ORD0002012,2024-04-28,P1002,Bluetooth Speaker,Electronics,2,1771.81,3543.63
ORD0002013,2024-04-28,P1002,Bluetooth Speaker,Electronics,6,1834.65,11007.87
ORD0021829,2024-04-28,P1021,Electric Kettle,Home & Kitchen,11,1196.78,13164.53
ORD0032371,2024-04-28,P1031,Shampoo,Beauty & Personal Care,13,1982.41,25771.29
ORD0000241,2024-04-28,P1000,Wireless Earbuds,Electronics,6,4508.69,27052.16
ORD0048776,2024-04-28,P1047,Protein Bar Pack,Grocery,4,976.52,3906.07
ORD0043486,2024-04-28,P1042,Green Tea Box,Grocery,1,986.29,986.29
ORD0050628,2024-04-28,P1049,Oats Pack,Grocery,10,4924.29,49242.91
ORD0042388,2024-04-28,P1041,Cooking Oil 1L,Grocery,40,2544.52,101780.95
ORD0057533,2024-04-28,P1056,Water Bottle,Sports & Fitness,10,4904.12,49041.18
ORD0057532,2024-04-28,P1056,Water Bottle,Sports & Fitness,5,4713.59,23567.96
ORD0047766,2024-04-28,P1046,Honey Jar,Grocery,14,3042.14,42589.98
ORD0036315,2024-04-28,P1035,Trimmer,Beauty & Personal Care,13,2120.73,27569.46
ORD0049652,2024-04-28,P1048,Peanut Butter,Grocery,7,4379.15,30654.02
ORD0014453,2024-04-28,P1014,Formal Shirt,Fashion,4,621.87,2487.5
ORD0014452,2024-04-28,P1014,Formal Shirt,Fashion,3,560.81,1682.43
ORD0040241,2024-04-28,P1039,Hair Oil,Beauty & Personal Care,13,2440.47,31726.1
ORD0045588,2024-04-28,P1044,Instant Noodles Pack,Grocery,10,1450.93,14509.3
ORD0059503,2024-04-28,P1058,Gym Gloves,Sports & Fitness,3,1437.89,4313.68
ORD0048775,2024-04-28,P1047,Protein Bar Pack,Grocery,2,1017.84,2035.67
ORD0010223,2024-04-28,P1010,Men's T-Shirt,Fashion,11,880.29,9683.22
ORD0036316,2024-04-28,P1035,Trimmer,Beauty & Personal Care,8,2056.65,16453.19
ORD0052471,2024-04-28,P1051,Dumbbell Set,Sports & Fitness,17,1913.41,32527.92
ORD0007143,2024-04-28,P1007,Gaming Mouse,Electronics,11,4018.33,44201.66
ORD0016601,2024-04-28,P1016,Leather Wallet,Fashion,8,134.93,1079.42
ORD0003835,2024-04-28,P1004,USB-C Cable,Electronics,3,3529.96,10589.87
ORD0029194,2024-04-28,P1028,Vacuum Cleaner,Home & Kitchen,5,3276.63,16383.17
ORD0029195,2024-04-28,P1028,Vacuum Cleaner,Home & Kitchen,2,3415.68,6831.37
ORD0019763,2024-04-28,P1019,Sneakers,Fashion,8,3401.0,27208.01
ORD0015512,2024-04-28,P1015,Winter Jacket,Fashion,3,3460.84,10382.51
ORD0015511,2024-04-28,P1015,Winter Jacket,Fashion,4,3410.5,13641.98
ORD0020768,2024-04-28,P1020,Non-stick Pan,Home & Kitchen,18,3228.99,58121.79
ORD0006044,2024-04-28,P1006,Webcam,Electronics,30,4404.64,132139.31
ORD0028131,2024-04-28,P1027,Air Freshener,Home & Kitchen,16,4135.11,66161.7
ORD0012253,2024-04-28,P1012,Denim Jeans,Fashion,18,3208.51,57753.21
ORD0007142,2024-04-28,P1007,Gaming Mouse,Electronics,16,3629.4,58070.47
ORD0033399,2024-04-28,P1032,Body Lotion,Beauty & Personal Care,5,1398.74,6993.71
ORD0055520,2024-04-28,P1054,Cricket Bat,Sports & Fitness,5,2278.38,11391.92
ORD0018715,2024-04-28,P1018,Backpack,Fashion,1,2931.68,2931.68
ORD0027031,2024-04-28,P1026,Curtains,Home & Kitchen,1,3157.8,3157.8
ORD0027032,2024-04-28,P1026,Curtains,Home & Kitchen,7,3186.36,22304.53
ORD0034353,2024-04-28,P1033,Perfume,Beauty & Personal Care,3,1346.63,4039.89
ORD0022895,2024-04-28,P1022,Mixer Grinder,Home & Kitchen,1,3476.08,3476.08
ORD0037407,2024-04-28,P1036,Sunscreen,Beauty & Personal Care,16,4479.55,71672.74
ORD0060453,2024-04-28,P1059,Badminton Racket,Sports & Fitness,11,1900.8,20908.84
ORD0055519,2024-04-28,P1054,Cricket Bat,Sports & Fitness,7,2264.92,15854.45
ORD0018716,2024-04-28,P1018,Backpack,Fashion,10,2678.8,26788.01
ORD0022896,2024-04-28,P1022,Mixer Grinder,Home & Kitchen,4,3511.27,14045.08
ORD0058562,2024-04-28,P1057,Fitness Tracker Band,Sports & Fitness,1,4431.3,4431.3
ORD0042389,2024-04-29,P1041,Cooking Oil 1L,Grocery,46,2594.56,119349.56
ORD0034354,2024-04-29,P1033,Perfume,Beauty & Personal Care,15,1196.27,17944.11
ORD0051623,2024-04-29,P1050,Yoga Mat,Sports & Fitness,6,4362.42,26174.51
ORD0051624,2024-04-29,P1050,Yoga Mat,Sports & Fitness,1,4808.88,4808.88
ORD0008205,2024-04-29,P1008,Mechanical Keyboard,Electronics,5,3261.17,16305.87
ORD0044542,2024-04-29,P1043,Almonds 500g,Grocery,3,3702.94,11108.81
ORD0028132,2024-04-29,P1027,Air Freshener,Home & Kitchen,20,3955.56,79111.11
ORD0056510,2024-04-29,P1055,Football,Sports & Fitness,2,4504.18,9008.36
ORD0056509,2024-04-29,P1055,Football,Sports & Fitness,6,4931.95,29591.72
ORD0003003,2024-04-29,P1003,Power Bank,Electronics,2,1897.03,3794.06
ORD0012254,2024-04-29,P1012,Denim Jeans,Fashion,1,3159.41,3159.41
ORD0000242,2024-04-29,P1000,Wireless Earbuds,Electronics,4,4537.48,18149.91
ORD0035323,2024-04-29,P1034,Hair Dryer,Beauty & Personal Care,6,4718.67,28311.99
ORD0000243,2024-04-29,P1000,Wireless Earbuds,Electronics,1,4524.64,4524.64
ORD0044543,2024-04-29,P1043,Almonds 500g,Grocery,6,3614.39,21686.32
ORD0035322,2024-04-29,P1034,Hair Dryer,Beauty & Personal Care,11,5085.81,55943.95
ORD0055521,2024-04-29,P1054,Cricket Bat,Sports & Fitness,10,2036.83,20368.33
ORD0012255,2024-04-29,P1012,Denim Jeans,Fashion,7,3214.47,22501.32
ORD0019765,2024-04-29,P1019,Sneakers,Fashion,2,3639.84,7279.68
ORD0058564,2024-04-29,P1057,Fitness Tracker Band,Sports & Fitness,1,4112.27,4112.27
ORD0025969,2024-04-29,P1025,Bedsheet Set,Home & Kitchen,1,3513.97,3513.97
ORD0025968,2024-04-29,P1025,Bedsheet Set,Home & Kitchen,7,3470.37,24292.57
ORD0052472,2024-04-29,P1051,Dumbbell Set,Sports & Fitness,12,1777.53,21330.36
ORD0013373,2024-04-29,P1013,Running Shoes,Fashion,7,153.48,1074.38
ORD0013374,2024-04-29,P1013,Running Shoes,Fashion,2,142.42,284.83
ORD0053502,2024-04-29,P1052,Resistance Bands,Sports & Fitness,1,184.58,184.58
ORD0053503,2024-04-29,P1052,Resistance Bands,Sports & Fitness,5,177.64,888.19
ORD0001071,2024-04-29,P1001,Smartwatch,Electronics,2,3005.62,6011.23
ORD0036317,2024-04-29,P1035,Trimmer,Beauty & Personal Care,22,1946.16,42815.54
ORD0027033,2024-04-29,P1026,Curtains,Home & Kitchen,15,3184.45,47766.69
ORD0007145,2024-04-29,P1007,Gaming Mouse,Electronics,6,3863.93,23183.6
ORD0037408,2024-04-29,P1036,Sunscreen,Beauty & Personal Care,10,4605.23,46052.27
ORD0058563,2024-04-29,P1057,Fitness Tracker Band,Sports & Fitness,3,4059.86,12179.58
ORD0023834,2024-04-29,P1023,LED Bulb Pack,Home & Kitchen,5,1176.33,5881.64
ORD0018717,2024-04-29,P1018,Backpack,Fashion,3,2704.03,8112.1
ORD0018718,2024-04-29,P1018,Backpack,Fashion,8,2820.01,22560.05
ORD0007144,2024-04-29,P1007,Gaming Mouse,Electronics,19,3850.25,73154.71
ORD0001072,2024-04-29,P1001,Smartwatch,Electronics,12,3082.61,36991.28
ORD0050629,2024-04-29,P1049,Oats Pack,Grocery,6,4479.71,26878.29
ORD0054465,2024-04-29,P1053,Skipping Rope,Sports & Fitness,22,4411.48,97052.54
ORD0057534,2024-04-29,P1056,Water Bottle,Sports & Fitness,22,4502.5,99055.0
ORD0047767,2024-04-29,P1046,Honey Jar,Grocery,7,3125.97,21881.82
ORD0047768,2024-04-29,P1046,Honey Jar,Grocery,18,3008.61,54155.04
ORD0049653,2024-04-29,P1048,Peanut Butter,Grocery,4,4647.95,18591.79
ORD0010224,2024-04-29,P1010,Men's T-Shirt,Fashion,5,854.38,4271.88
ORD0014455,2024-04-29,P1014,Formal Shirt,Fashion,7,573.19,4012.32
ORD0014454,2024-04-29,P1014,Formal Shirt,Fashion,10,613.24,6132.41
ORD0040242,2024-04-29,P1039,Hair Oil,Beauty & Personal Care,6,2611.69,15670.11
ORD0045589,2024-04-29,P1044,Instant Noodles Pack,Grocery,9,1518.68,13668.14
ORD0045590,2024-04-29,P1044,Instant Noodles Pack,Grocery,10,1364.83,13648.26
ORD0059504,2024-04-29,P1058,Gym Gloves,Sports & Fitness,7,1600.52,11203.67
ORD0048777,2024-04-29,P1047,Protein Bar Pack,Grocery,5,905.99,4529.97
ORD0032372,2024-04-29,P1031,Shampoo,Beauty & Personal Care,10,1789.2,17891.97
ORD0021831,2024-04-29,P1021,Electric Kettle,Home & Kitchen,1,1131.45,1131.45
ORD0021830,2024-04-29,P1021,Electric Kettle,Home & Kitchen,5,1127.51,5637.57
ORD0002014,2024-04-29,P1002,Bluetooth Speaker,Electronics,13,1735.17,22557.19
ORD0004929,2024-04-29,P1005,Laptop Stand,Electronics,18,4180.86,75255.41
ORD0060454,2024-04-29,P1059,Badminton Racket,Sports & Fitness,15,1971.85,29577.81
ORD0022897,2024-04-29,P1022,Mixer Grinder,Home & Kitchen,6,3402.02,20412.11
ORD0050630,2024-04-29,P1049,Oats Pack,Grocery,3,4945.31,14835.94
ORD0003836,2024-04-29,P1004,USB-C Cable,Electronics,4,3546.04,14184.17
ORD0046675,2024-04-29,P1045,Coffee Powder,Grocery,8,226.24,1809.95
ORD0009198,2024-04-29,P1009,LED Monitor,Electronics,6,489.9,2939.39
ORD0039409,2024-04-29,P1038,Face Mask Pack,Beauty & Personal Care,5,4137.41,20687.05
ORD0024880,2024-04-29,P1024,Storage Containers,Home & Kitchen,19,1783.14,33879.66
ORD0030234,2024-04-29,P1029,Table Lamp,Home & Kitchen,7,3002.24,21015.65
ORD0038451,2024-04-29,P1037,Lip Balm,Beauty & Personal Care,9,3002.63,27023.68
ORD0030233,2024-04-29,P1029,Table Lamp,Home & Kitchen,3,2729.78,8189.35
ORD0033400,2024-04-29,P1032,Body Lotion,Beauty & Personal Care,4,1353.78,5415.11
ORD0017633,2024-04-29,P1017,Sunglasses,Fashion,1,917.35,917.35
ORD0041292,2024-04-29,P1040,Basmati Rice 5kg,Grocery,13,2827.76,36760.88
ORD0016602,2024-04-29,P1016,Leather Wallet,Fashion,3,119.37,358.1
ORD0016603,2024-04-29,P1016,Leather Wallet,Fashion,7,122.96,860.71
ORD0003837,2024-04-29,P1004,USB-C Cable,Electronics,5,3596.95,17984.76
ORD0046676,2024-04-29,P1045,Coffee Powder,Grocery,20,220.55,4411.01
ORD0029196,2024-04-29,P1028,Vacuum Cleaner,Home & Kitchen,5,3157.76,15788.79
ORD0031303,2024-04-29,P1030,Face Wash,Beauty & Personal Care,12,555.43,6665.16
ORD0015513,2024-04-29,P1015,Winter Jacket,Fashion,7,3314.85,23203.98
ORD0015514,2024-04-29,P1015,Winter Jacket,Fashion,4,3464.78,13859.11
ORD0011259,2024-04-29,P1011,Women's Kurti,Fashion,8,4348.32,34786.53
ORD0011258,2024-04-29,P1011,Women's Kurti,Fashion,6,4653.49,27920.97
