month,product_id,product_name,category,demand,revenue,number_of_orders
2024-04-01,P1031,Shampoo,Beauty & Personal Care,398,742801.39,40
2024-04-01,P1032,Body Lotion,Beauty & Personal Care,134,185590.43,41
2024-04-01,P1033,Perfume,Beauty & Personal Care,179,230196.86000000002,39
2024-04-01,P1034,Hair Dryer,Beauty & Personal Care,291,1412656.9,44
2024-04-01,P1035,Trimmer,Beauty & Personal Care,439,895737.42,43
2024-04-01,P1036,Sunscreen,Beauty & Personal Care,316,1412249.34,42
2024-04-01,P1037,Lip Balm,Beauty & Personal Care,358,1137112.16,42
2024-04-01,P1038,Face Mask Pack,Beauty & Personal Care,61,239482.31,29
2024-04-01,P1039,Hair Oil,Beauty & Personal Care,269,671405.71,45
2024-04-01,P1040,Basmati Rice 5kg,Grocery,347,996484.42,42
2024-04-01,P1041,Cooking Oil 1L,Grocery,1102,2765779.03,39
2024-04-01,P1042,Green Tea Box,Grocery,266,280400.63,43
2024-04-01,P1043,Almonds 500g,Grocery,318,1143901.78,36
2024-04-01,P1044,Instant Noodles Pack,Grocery,523,750497.14,45
2024-04-01,P1045,Coffee Powder,Grocery,444,98733.24,40
2024-04-01,P1046,Honey Jar,Grocery,647,2076304.3,46
2024-04-01,P1047,Protein Bar Pack,Grocery,84,80921.9,31
2024-04-01,P1048,Peanut Butter,Grocery,150,695184.53,40
2024-04-01,P1049,Oats Pack,Grocery,212,1007468.33,40
2024-04-01,P1050,Yoga Mat,Sports & Fitness,91,409033.18,30
2024-04-01,P1051,Dumbbell Set,Sports & Fitness,371,700848.51,44
2024-04-01,P1052,Resistance Bands,Sports & Fitness,116,20482.75,36
2024-04-01,P1053,Skipping Rope,Sports & Fitness,855,3926517.08,50
2024-04-01,P1054,Cricket Bat,Sports & Fitness,157,337853.42,41
2024-04-01,P1055,Football,Sports & Fitness,232,1112266.17,40
2024-04-01,P1056,Water Bottle,Sports & Fitness,532,2524454.42,44
2024-04-01,P1057,Fitness Tracker Band,Sports & Fitness,121,509281.44,37
2024-04-01,P1058,Gym Gloves,Sports & Fitness,112,171286.92,33
2024-04-01,P1059,Badminton Racket,Sports & Fitness,315,620654.52,41
2024-05-01,P1000,Wireless Earbuds,Electronics,100,443916.27999999997,34
2024-05-01,P1001,Smartwatch,Electronics,186,585546.7,41
2024-05-01,P1002,Bluetooth Speaker,Electronics,486,849698.5,45
2024-05-01,P1003,Power Bank,Electronics,90,158558.4,36
2024-05-01,P1004,USB-C Cable,Electronics,202,727993.4400000001,42
2024-05-01,P1005,Laptop Stand,Electronics,524,2316394.65,48
2024-05-01,P1006,Webcam,Electronics,652,2871857.67,45
2024-05-01,P1007,Gaming Mouse,Electronics,645,2489612.46,49
2024-05-01,P1008,Mechanical Keyboard,Electronics,174,550582.87,46
2024-05-01,P1009,LED Monitor,Electronics,254,129680.78,46
2024-05-01,P1010,Men's T-Shirt,Fashion,222,196798.9,44
2024-05-01,P1011,Women's Kurti,Fashion,276,1224592.67,40
2024-05-01,P1012,Denim Jeans,Fashion,565,1711958.3900000001,46
2024-05-01,P1013,Running Shoes,Fashion,622,91289.83,45
2024-05-01,P1014,Formal Shirt,Fashion,439,261278.45,41
2024-05-01,P1015,Winter Jacket,Fashion,254,835679.75,50
2024-05-01,P1016,Leather Wallet,Fashion,317,40278.01,44
2024-05-01,P1017,Sunglasses,Fashion,713,635171.17,46
2024-05-01,P1018,Backpack,Fashion,330,923694.25,44
2024-05-01,P1019,Sneakers,Fashion,220,765905.27,44
2024-05-01,P1020,Non-stick Pan,Home & Kitchen,267,870537.35,44
2024-05-01,P1021,Electric Kettle,Home & Kitchen,447,535375.41,43
2024-05-01,P1022,Mixer Grinder,Home & Kitchen,145,516880.54,38
2024-05-01,P1023,LED Bulb Pack,Home & Kitchen,223,281001.37,41
2024-05-01,P1024,Storage Containers,Home & Kitchen,499,832517.42,43
2024-05-01,P1025,Bedsheet Set,Home & Kitchen,504,1876346.7,49
2024-05-01,P1026,Curtains,Home & Kitchen,366,1199649.04,50
2024-05-01,P1027,Air Freshener,Home & Kitchen,559,2318046.24,49
2024-05-01,P1028,Vacuum Cleaner,Home & Kitchen,184,610376.4400000001,46
2024-05-01,P1029,Table Lamp,Home & Kitchen,282,802930.86,45
2024-05-01,P1030,Face Wash,Beauty & Personal Care,379,214211.0,46
2024-05-01,P1031,Shampoo,Beauty & Personal Care,391,740143.73,44
2024-05-01,P1032,Body Lotion,Beauty & Personal Care,131,181935.46,41
2024-05-01,P1033,Perfume,Beauty & Personal Care,189,240973.96,38
2024-05-01,P1034,Hair Dryer,Beauty & Personal Care,262,1258476.92,45
2024-05-01,P1035,Trimmer,Beauty & Personal Care,469,949843.59,49
2024-05-01,P1036,Sunscreen,Beauty & Personal Care,284,1249686.64,43
2024-05-01,P1037,Lip Balm,Beauty & Personal Care,323,1008702.13,43
2024-05-01,P1038,Face Mask Pack,Beauty & Personal Care,90,356881.78,35
2024-05-01,P1039,Hair Oil,Beauty & Personal Care,307,779067.92,47
2024-05-01,P1040,Basmati Rice 5kg,Grocery,355,1030919.16,46
2024-05-01,P1041,Cooking Oil 1L,Grocery,1149,2832337.3,47
2024-05-01,P1042,Green Tea Box,Grocery,304,320128.08,52
2024-05-01,P1043,Almonds 500g,Grocery,389,1400285.98,50
2024-05-01,P1044,Instant Noodles Pack,Grocery,502,718648.39,44
2024-05-01,P1045,Coffee Powder,Grocery,390,87153.58,50
2024-05-01,P1046,Honey Jar,Grocery,625,1995626.41,49
2024-05-01,P1047,Protein Bar Pack,Grocery,117,112741.96,38
2024-05-01,P1048,Peanut Butter,Grocery,132,609149.19,37
2024-05-01,P1049,Oats Pack,Grocery,248,1158650.88,45
2024-05-01,P1050,Yoga Mat,Sports & Fitness,105,470177.06,31
2024-05-01,P1051,Dumbbell Set,Sports & Fitness,336,631042.87,44
2024-05-01,P1052,Resistance Bands,Sports & Fitness,129,22789.86,36
2024-05-01,P1053,Skipping Rope,Sports & Fitness,871,3980204.04,48
2024-05-01,P1054,Cricket Bat,Sports & Fitness,174,376955.33,47
2024-05-01,P1055,Football,Sports & Fitness,250,1189812.03,41
2024-05-01,P1056,Water Bottle,Sports & Fitness,632,3043353.85,46
2024-05-01,P1057,Fitness Tracker Band,Sports & Fitness,132,553386.86,38
2024-05-01,P1058,Gym Gloves,Sports & Fitness,105,160241.91,38
2024-05-01,P1059,Badminton Racket,Sports & Fitness,310,608556.21,46
2024-06-01,P1000,Wireless Earbuds,Electronics,77,344495.3,30
2024-06-01,P1001,Smartwatch,Electronics,157,499420.81,36
2024-06-01,P1002,Bluetooth Speaker,Electronics,424,737711.31,47
2024-06-01,P1003,Power Bank,Electronics,70,124842.76,33
2024-06-01,P1004,USB-C Cable,Electronics,209,752298.38,45
2024-06-01,P1005,Laptop Stand,Electronics,513,2260436.52,46
2024-06-01,P1006,Webcam,Electronics,738,3230506.56,41
2024-06-01,P1007,Gaming Mouse,Electronics,625,2386387.36,43
2024-06-01,P1008,Mechanical Keyboard,Electronics,179,579672.78,41
2024-06-01,P1009,LED Monitor,Electronics,302,154056.52,45
2024-06-01,P1010,Men's T-Shirt,Fashion,259,227363.3,48
2024-06-01,P1011,Women's Kurti,Fashion,235,1042886.58,36
2024-06-01,P1012,Denim Jeans,Fashion,566,1715012.3,43
2024-06-01,P1013,Running Shoes,Fashion,557,82224.42,44
2024-06-01,P1014,Formal Shirt,Fashion,433,261798.66,47
2024-06-01,P1015,Winter Jacket,Fashion,226,744972.7,45
2024-06-01,P1016,Leather Wallet,Fashion,245,31076.62,42
2024-06-01,P1017,Sunglasses,Fashion,712,638958.93,48
2024-06-01,P1018,Backpack,Fashion,321,881005.39,47
2024-06-01,P1019,Sneakers,Fashion,183,636258.0,41
2024-06-01,P1020,Non-stick Pan,Home & Kitchen,285,920361.87,42
2024-06-01,P1021,Electric Kettle,Home & Kitchen,454,545794.54,46
2024-06-01,P1022,Mixer Grinder,Home & Kitchen,136,480901.37,45
2024-06-01,P1023,LED Bulb Pack,Home & Kitchen,220,273822.45,36
2024-06-01,P1024,Storage Containers,Home & Kitchen,502,829661.18,52
2024-06-01,P1025,Bedsheet Set,Home & Kitchen,459,1686230.66,43
2024-06-01,P1026,Curtains,Home & Kitchen,363,1182226.67,46
2024-06-01,P1027,Air Freshener,Home & Kitchen,542,2308086.08,42
2024-06-01,P1028,Vacuum Cleaner,Home & Kitchen,181,595837.71,36
2024-06-01,P1029,Table Lamp,Home & Kitchen,259,732318.87,38
2024-06-01,P1030,Face Wash,Beauty & Personal Care,354,201140.58,41
2024-06-01,P1031,Shampoo,Beauty & Personal Care,396,746618.67,46
2024-06-01,P1032,Body Lotion,Beauty & Personal Care,122,169861.56,39
2024-06-01,P1033,Perfume,Beauty & Personal Care,219,278119.6,38
2024-06-01,P1034,Hair Dryer,Beauty & Personal Care,276,1334905.29,46
2024-06-01,P1035,Trimmer,Beauty & Personal Care,438,885255.8,45
2024-06-01,P1036,Sunscreen,Beauty & Personal Care,317,1389185.64,47
2024-06-01,P1037,Lip Balm,Beauty & Personal Care,317,994584.57,41
2024-06-01,P1038,Face Mask Pack,Beauty & Personal Care,81,316505.94,31
2024-06-01,P1039,Hair Oil,Beauty & Personal Care,338,853805.2,41
2024-06-01,P1040,Basmati Rice 5kg,Grocery,378,1080636.66,47
2024-06-01,P1041,Cooking Oil 1L,Grocery,1109,2755629.11,42
2024-06-01,P1042,Green Tea Box,Grocery,280,295181.04,44
2024-06-01,P1043,Almonds 500g,Grocery,373,1342384.3900000001,33
2024-06-01,P1044,Instant Noodles Pack,Grocery,484,707682.86,42
2024-06-01,P1045,Coffee Powder,Grocery,481,108885.69,46
2024-06-01,P1046,Honey Jar,Grocery,544,1765727.21,47
2024-06-01,P1047,Protein Bar Pack,Grocery,130,124683.2,36
2024-06-01,P1048,Peanut Butter,Grocery,141,647247.85,43
2024-06-01,P1049,Oats Pack,Grocery,224,1054033.23,49
2024-06-01,P1050,Yoga Mat,Sports & Fitness,111,504622.77,32
2024-06-01,P1051,Dumbbell Set,Sports & Fitness,354,665811.25,42
2024-06-01,P1052,Resistance Bands,Sports & Fitness,157,27765.75,40
2024-06-01,P1053,Skipping Rope,Sports & Fitness,827,3795476.2,44
2024-06-01,P1054,Cricket Bat,Sports & Fitness,185,403298.05,42
2024-06-01,P1055,Football,Sports & Fitness,256,1211813.2,45
2024-06-01,P1056,Water Bottle,Sports & Fitness,622,2948334.23,44
2024-06-01,P1057,Fitness Tracker Band,Sports & Fitness,158,672909.62,45
2024-06-01,P1058,Gym Gloves,Sports & Fitness,109,165502.64,35
2024-06-01,P1059,Badminton Racket,Sports & Fitness,246,486065.92,44
2024-07-01,P1000,Wireless Earbuds,Electronics,110,493920.03,37
2024-07-01,P1001,Smartwatch,Electronics,165,517111.43,35
2024-07-01,P1002,Bluetooth Speaker,Electronics,431,752340.92,41
2024-07-01,P1003,Power Bank,Electronics,77,136409.9,31
2024-07-01,P1004,USB-C Cable,Electronics,224,811232.05,50
2024-07-01,P1005,Laptop Stand,Electronics,531,2350080.0,50
2024-07-01,P1006,Webcam,Electronics,607,2637600.84,43
2024-07-01,P1007,Gaming Mouse,Electronics,547,2124523.71,45
2024-07-01,P1008,Mechanical Keyboard,Electronics,168,543895.07,41
2024-07-01,P1009,LED Monitor,Electronics,278,141485.55,44
2024-07-01,P1010,Men's T-Shirt,Fashion,239,211824.09,46
2024-07-01,P1011,Women's Kurti,Fashion,258,1151568.41,43
2024-07-01,P1012,Denim Jeans,Fashion,512,1558847.68,46
2024-07-01,P1013,Running Shoes,Fashion,551,81333.68,45
2024-07-01,P1014,Formal Shirt,Fashion,444,268876.85,45
2024-07-01,P1015,Winter Jacket,Fashion,223,737560.59,47
2024-07-01,P1016,Leather Wallet,Fashion,230,29488.77,44
2024-07-01,P1017,Sunglasses,Fashion,693,617047.28,51
2024-07-01,P1018,Backpack,Fashion,350,972525.63,46
2024-07-01,P1019,Sneakers,Fashion,185,632761.66,45
2024-07-01,P1020,Non-stick Pan,Home & Kitchen,250,814944.78,48
2024-07-01,P1021,Electric Kettle,Home & Kitchen,468,549120.37,44
2024-07-01,P1022,Mixer Grinder,Home & Kitchen,161,570789.39,42
2024-07-01,P1023,LED Bulb Pack,Home & Kitchen,196,243980.64,45
2024-07-01,P1024,Storage Containers,Home & Kitchen,476,797580.25,51
2024-07-01,P1025,Bedsheet Set,Home & Kitchen,370,1380087.58,47
2024-07-01,P1026,Curtains,Home & Kitchen,439,1423175.8,45
2024-07-01,P1027,Air Freshener,Home & Kitchen,499,2100824.3,48
2024-07-01,P1028,Vacuum Cleaner,Home & Kitchen,185,604233.97,48
2024-07-01,P1029,Table Lamp,Home & Kitchen,281,803931.38,45
2024-07-01,P1030,Face Wash,Beauty & Personal Care,299,167129.06,46
2024-07-01,P1031,Shampoo,Beauty & Personal Care,433,820104.3,42
2024-07-01,P1032,Body Lotion,Beauty & Personal Care,118,163570.8,34
2024-07-01,P1033,Perfume,Beauty & Personal Care,292,369715.03,48
2024-07-01,P1034,Hair Dryer,Beauty & Personal Care,259,1253680.58,40
2024-07-01,P1035,Trimmer,Beauty & Personal Care,456,912942.78,48
2024-07-01,P1036,Sunscreen,Beauty & Personal Care,328,1461460.21,48
2024-07-01,P1037,Lip Balm,Beauty & Personal Care,322,1014798.92,45
2024-07-01,P1038,Face Mask Pack,Beauty & Personal Care,63,246435.62,27
2024-07-01,P1039,Hair Oil,Beauty & Personal Care,300,761713.64,48
2024-07-01,P1040,Basmati Rice 5kg,Grocery,391,1139958.91,46
2024-07-01,P1041,Cooking Oil 1L,Grocery,1154,2873738.42,46
2024-07-01,P1042,Green Tea Box,Grocery,313,327940.45,43
2024-07-01,P1043,Almonds 500g,Grocery,373,1333275.76,44
2024-07-01,P1044,Instant Noodles Pack,Grocery,465,680056.21,46
2024-07-01,P1045,Coffee Powder,Grocery,478,108800.0,43
2024-07-01,P1046,Honey Jar,Grocery,567,1822785.36,47
2024-07-01,P1047,Protein Bar Pack,Grocery,94,91289.72,34
2024-07-01,P1048,Peanut Butter,Grocery,132,613138.84,40
2024-07-01,P1049,Oats Pack,Grocery,257,1200967.61,46
2024-07-01,P1050,Yoga Mat,Sports & Fitness,97,433775.76,30
2024-07-01,P1051,Dumbbell Set,Sports & Fitness,387,722703.3,48
2024-07-01,P1052,Resistance Bands,Sports & Fitness,156,27349.89,44
2024-07-01,P1053,Skipping Rope,Sports & Fitness,841,3833660.0,45
2024-07-01,P1054,Cricket Bat,Sports & Fitness,162,354472.67,42
2024-07-01,P1055,Football,Sports & Fitness,212,1015385.98,42
2024-07-01,P1056,Water Bottle,Sports & Fitness,590,2804867.53,46
2024-07-01,P1057,Fitness Tracker Band,Sports & Fitness,113,475290.28,35
2024-07-01,P1058,Gym Gloves,Sports & Fitness,126,190463.11,36
2024-07-01,P1059,Badminton Racket,Sports & Fitness,300,595325.7999999999,48
2024-08-01,P1000,Wireless Earbuds,Electronics,111,499594.24,34
2024-08-01,P1001,Smartwatch,Electronics,180,565183.85,40
2024-08-01,P1002,Bluetooth Speaker,Electronics,470,808082.5,48
2024-08-01,P1003,Power Bank,Electronics,93,166184.85,34
2024-08-01,P1004,USB-C Cable,Electronics,244,887434.63,46
2024-08-01,P1005,Laptop Stand,Electronics,559,2467961.96,46
2024-08-01,P1006,Webcam,Electronics,661,2931550.7,45
2024-08-01,P1007,Gaming Mouse,Electronics,603,2312570.66,53
2024-08-01,P1008,Mechanical Keyboard,Electronics,186,594984.01,39
2024-08-01,P1009,LED Monitor,Electronics,284,145125.02,48
2024-08-01,P1010,Men's T-Shirt,Fashion,291,256041.0,53
2024-08-01,P1011,Women's Kurti,Fashion,306,1356189.57,36
2024-08-01,P1012,Denim Jeans,Fashion,585,1763495.79,48
2024-08-01,P1013,Running Shoes,Fashion,599,88500.81999999999,48
2024-08-01,P1014,Formal Shirt,Fashion,504,298556.42,49
2024-08-01,P1015,Winter Jacket,Fashion,267,890933.3,46
2024-08-01,P1016,Leather Wallet,Fashion,251,31904.91,47
2024-08-01,P1017,Sunglasses,Fashion,770,685331.28,48
2024-08-01,P1018,Backpack,Fashion,373,1023166.58,46
2024-08-01,P1019,Sneakers,Fashion,237,820505.09,46
2024-08-01,P1020,Non-stick Pan,Home & Kitchen,283,919370.43,43
2024-08-01,P1021,Electric Kettle,Home & Kitchen,470,567383.28,45
2024-08-01,P1022,Mixer Grinder,Home & Kitchen,147,523641.38,38
2024-08-01,P1023,LED Bulb Pack,Home & Kitchen,200,251165.25,44
2024-08-01,P1024,Storage Containers,Home & Kitchen,546,915139.11,49
2024-08-01,P1025,Bedsheet Set,Home & Kitchen,477,1766783.59,46
2024-08-01,P1026,Curtains,Home & Kitchen,424,1378551.48,49
2024-08-01,P1027,Air Freshener,Home & Kitchen,591,2496356.0100000002,45
2024-08-01,P1028,Vacuum Cleaner,Home & Kitchen,179,583739.48,44
2024-08-01,P1029,Table Lamp,Home & Kitchen,333,957409.62,47
2024-08-01,P1030,Face Wash,Beauty & Personal Care,349,194909.64,42
2024-08-01,P1031,Shampoo,Beauty & Personal Care,502,942656.45,43
2024-08-01,P1032,Body Lotion,Beauty & Personal Care,135,187133.49,42
2024-08-01,P1033,Perfume,Beauty & Personal Care,265,342030.96,44
2024-08-01,P1034,Hair Dryer,Beauty & Personal Care,290,1399091.16,37
2024-08-01,P1035,Trimmer,Beauty & Personal Care,460,915245.41,40
2024-08-01,P1036,Sunscreen,Beauty & Personal Care,385,1727609.8,46
2024-08-01,P1037,Lip Balm,Beauty & Personal Care,402,1282145.39,45
2024-08-01,P1038,Face Mask Pack,Beauty & Personal Care,80,312084.13,33
2024-08-01,P1039,Hair Oil,Beauty & Personal Care,310,778846.02,44
2024-08-01,P1040,Basmati Rice 5kg,Grocery,439,1265543.04,46
2024-08-01,P1041,Cooking Oil 1L,Grocery,1293,3237487.6,49
2024-08-01,P1042,Green Tea Box,Grocery,365,382431.72,44
2024-08-01,P1043,Almonds 500g,Grocery,358,1297323.45,44
2024-08-01,P1044,Instant Noodles Pack,Grocery,511,752400.76,43
2024-08-01,P1045,Coffee Powder,Grocery,480,107724.75,47
2024-08-01,P1046,Honey Jar,Grocery,543,1743499.15,45
2024-08-01,P1047,Protein Bar Pack,Grocery,139,136092.75,37
2024-08-01,P1048,Peanut Butter,Grocery,174,806573.53,38
2024-08-01,P1049,Oats Pack,Grocery,284,1342609.48,48
2024-08-01,P1050,Yoga Mat,Sports & Fitness,90,403446.07,32
2024-08-01,P1051,Dumbbell Set,Sports & Fitness,371,692710.94,48
2024-08-01,P1052,Resistance Bands,Sports & Fitness,199,34916.64,38
2024-08-01,P1053,Skipping Rope,Sports & Fitness,808,3677263.75,43
2024-08-01,P1054,Cricket Bat,Sports & Fitness,200,437801.88,44
2024-08-01,P1055,Football,Sports & Fitness,282,1364122.33,44
2024-08-01,P1056,Water Bottle,Sports & Fitness,697,3310283.94,49
2024-08-01,P1057,Fitness Tracker Band,Sports & Fitness,187,794606.05,44
2024-08-01,P1058,Gym Gloves,Sports & Fitness,122,189135.62,36
2024-08-01,P1059,Badminton Racket,Sports & Fitness,285,552581.88,47
2024-09-01,P1000,Wireless Earbuds,Electronics,79,355166.98,31
2024-09-01,P1001,Smartwatch,Electronics,139,440582.46,34
2024-09-01,P1002,Bluetooth Speaker,Electronics,291,505679.26,49
2024-09-01,P1003,Power Bank,Electronics,92,165647.53,31
2024-09-01,P1004,USB-C Cable,Electronics,240,870260.54,47
2024-09-01,P1005,Laptop Stand,Electronics,500,2215120.21,41
2024-09-01,P1006,Webcam,Electronics,636,2796158.48,47
2024-09-01,P1007,Gaming Mouse,Electronics,417,1633085.13,42
2024-09-01,P1008,Mechanical Keyboard,Electronics,168,541970.67,36
2024-09-01,P1009,LED Monitor,Electronics,205,105852.15,44
2024-09-01,P1010,Men's T-Shirt,Fashion,292,254819.77,42
2024-09-01,P1011,Women's Kurti,Fashion,234,1039407.25,39
2024-09-01,P1012,Denim Jeans,Fashion,439,1334798.77,46
2024-09-01,P1013,Running Shoes,Fashion,464,67613.78,47
2024-09-01,P1014,Formal Shirt,Fashion,379,229255.38,42
2024-09-01,P1015,Winter Jacket,Fashion,248,823783.22,48
2024-09-01,P1016,Leather Wallet,Fashion,191,24246.75,43
2024-09-01,P1017,Sunglasses,Fashion,703,628471.19,48
2024-09-01,P1018,Backpack,Fashion,258,712880.71,42
2024-09-01,P1019,Sneakers,Fashion,209,726704.52,44
2024-09-01,P1020,Non-stick Pan,Home & Kitchen,236,757481.24,44
2024-09-01,P1021,Electric Kettle,Home & Kitchen,422,499798.47,42
2024-09-01,P1022,Mixer Grinder,Home & Kitchen,116,415874.37,37
2024-09-01,P1023,LED Bulb Pack,Home & Kitchen,174,219774.72,40
2024-09-01,P1024,Storage Containers,Home & Kitchen,469,785305.27,46
2024-09-01,P1025,Bedsheet Set,Home & Kitchen,330,1209958.51,41
2024-09-01,P1026,Curtains,Home & Kitchen,377,1221228.07,49
2024-09-01,P1027,Air Freshener,Home & Kitchen,450,1893697.3,40
2024-09-01,P1028,Vacuum Cleaner,Home & Kitchen,175,572129.4,45
2024-09-01,P1029,Table Lamp,Home & Kitchen,270,762661.81,41
2024-09-01,P1030,Face Wash,Beauty & Personal Care,290,162663.06,44
2024-09-01,P1031,Shampoo,Beauty & Personal Care,422,788462.33,43
2024-09-01,P1032,Body Lotion,Beauty & Personal Care,137,189616.74,37
2024-09-01,P1033,Perfume,Beauty & Personal Care,205,263005.69,39
2024-09-01,P1034,Hair Dryer,Beauty & Personal Care,255,1215823.7,42
2024-09-01,P1035,Trimmer,Beauty & Personal Care,299,596527.32,50
2024-09-01,P1036,Sunscreen,Beauty & Personal Care,265,1169727.51,42
2024-09-01,P1037,Lip Balm,Beauty & Personal Care,316,991457.29,37
2024-09-01,P1038,Face Mask Pack,Beauty & Personal Care,51,200171.11,22
2024-09-01,P1039,Hair Oil,Beauty & Personal Care,256,646085.98,42
2024-09-01,P1040,Basmati Rice 5kg,Grocery,357,1037341.82,46
2024-09-01,P1041,Cooking Oil 1L,Grocery,907,2233316.64,47
2024-09-01,P1042,Green Tea Box,Grocery,290,305997.64,46
2024-09-01,P1043,Almonds 500g,Grocery,393,1423104.8,45
2024-09-01,P1044,Instant Noodles Pack,Grocery,453,657894.53,45
2024-09-01,P1045,Coffee Powder,Grocery,391,86698.01,42
2024-09-01,P1046,Honey Jar,Grocery,474,1523853.59,46
2024-09-01,P1047,Protein Bar Pack,Grocery,86,83064.81,34
2024-09-01,P1048,Peanut Butter,Grocery,150,702860.24,38
2024-09-01,P1049,Oats Pack,Grocery,224,1054869.74,43
2024-09-01,P1050,Yoga Mat,Sports & Fitness,79,357830.66000000003,29
2024-09-01,P1051,Dumbbell Set,Sports & Fitness,245,463311.23,48
2024-09-01,P1052,Resistance Bands,Sports & Fitness,108,18917.98,36
2024-09-01,P1053,Skipping Rope,Sports & Fitness,536,2439638.75,48
2024-09-01,P1054,Cricket Bat,Sports & Fitness,157,339864.03,42
2024-09-01,P1055,Football,Sports & Fitness,185,895929.98,35
2024-09-01,P1056,Water Bottle,Sports & Fitness,522,2487365.73,48
2024-09-01,P1057,Fitness Tracker Band,Sports & Fitness,128,540543.93,39
2024-09-01,P1058,Gym Gloves,Sports & Fitness,107,162437.66999999998,37
2024-09-01,P1059,Badminton Racket,Sports & Fitness,231,453525.91,40
2024-10-01,P1000,Wireless Earbuds,Electronics,126,555140.13,36
2024-10-01,P1001,Smartwatch,Electronics,200,629632.86,40
2024-10-01,P1002,Bluetooth Speaker,Electronics,317,550816.88,45
2024-10-01,P1003,Power Bank,Electronics,90,162309.19,32
2024-10-01,P1004,USB-C Cable,Electronics,231,844459.0,45
2024-10-01,P1005,Laptop Stand,Electronics,549,2423200.09,49
2024-10-01,P1006,Webcam,Electronics,653,2839474.63,47
2024-10-01,P1007,Gaming Mouse,Electronics,511,1989661.07,43
2024-10-01,P1008,Mechanical Keyboard,Electronics,172,549325.18,41
2024-10-01,P1009,LED Monitor,Electronics,191,98311.08,41
2024-10-01,P1010,Men's T-Shirt,Fashion,307,273542.57,48
2024-10-01,P1011,Women's Kurti,Fashion,343,1531825.57,43
2024-10-01,P1012,Denim Jeans,Fashion,398,1220848.74,49
2024-10-01,P1013,Running Shoes,Fashion,571,83286.2,52
2024-10-01,P1014,Formal Shirt,Fashion,459,276099.27,49
2024-10-01,P1015,Winter Jacket,Fashion,220,724615.03,47
2024-10-01,P1016,Leather Wallet,Fashion,273,34334.03,42
2024-10-01,P1017,Sunglasses,Fashion,673,588426.99,42
2024-10-01,P1018,Backpack,Fashion,312,859116.8099999999,41
2024-10-01,P1019,Sneakers,Fashion,208,720518.88,40
2024-10-01,P1020,Non-stick Pan,Home & Kitchen,258,843691.0,46
2024-10-01,P1021,Electric Kettle,Home & Kitchen,480,566100.54,46
2024-10-01,P1022,Mixer Grinder,Home & Kitchen,175,618861.18,40
2024-10-01,P1023,LED Bulb Pack,Home & Kitchen,250,314280.98,45
2024-10-01,P1024,Storage Containers,Home & Kitchen,479,798374.5,49
2024-10-01,P1025,Bedsheet Set,Home & Kitchen,322,1205253.38,41
2024-10-01,P1026,Curtains,Home & Kitchen,379,1238489.34,47
2024-10-01,P1027,Air Freshener,Home & Kitchen,515,2168972.67,50
2024-10-01,P1028,Vacuum Cleaner,Home & Kitchen,218,701835.9299999999,43
2024-10-01,P1029,Table Lamp,Home & Kitchen,316,897885.8,51
2024-10-01,P1030,Face Wash,Beauty & Personal Care,340,188347.78,44
2024-10-01,P1031,Shampoo,Beauty & Personal Care,526,988853.96,46
2024-10-01,P1032,Body Lotion,Beauty & Personal Care,136,189442.52,42
2024-10-01,P1033,Perfume,Beauty & Personal Care,249,319197.87,41
2024-10-01,P1034,Hair Dryer,Beauty & Personal Care,248,1181079.65,36
2024-10-01,P1035,Trimmer,Beauty & Personal Care,369,748780.11,45
2024-10-01,P1036,Sunscreen,Beauty & Personal Care,296,1303384.07,45
2024-10-01,P1037,Lip Balm,Beauty & Personal Care,394,1235341.31,50
2024-10-01,P1038,Face Mask Pack,Beauty & Personal Care,84,336116.27999999997,29
2024-10-01,P1039,Hair Oil,Beauty & Personal Care,310,774272.5800000001,42
2024-10-01,P1040,Basmati Rice 5kg,Grocery,392,1136027.76,44
2024-10-01,P1041,Cooking Oil 1L,Grocery,1073,2655657.33,48
2024-10-01,P1042,Green Tea Box,Grocery,383,405887.88,40
2024-10-01,P1043,Almonds 500g,Grocery,385,1387809.29,41
2024-10-01,P1044,Instant Noodles Pack,Grocery,471,678079.1,51
2024-10-01,P1045,Coffee Powder,Grocery,544,123260.08,49
2024-10-01,P1046,Honey Jar,Grocery,581,1884018.31,42
2024-10-01,P1047,Protein Bar Pack,Grocery,114,110413.46,37
2024-10-01,P1048,Peanut Butter,Grocery,157,725777.63,42
2024-10-01,P1049,Oats Pack,Grocery,259,1222037.1400000001,39
2024-10-01,P1050,Yoga Mat,Sports & Fitness,85,381471.34,30
2024-10-01,P1051,Dumbbell Set,Sports & Fitness,273,518533.13,44
2024-10-01,P1052,Resistance Bands,Sports & Fitness,196,34431.88,39
2024-10-01,P1053,Skipping Rope,Sports & Fitness,609,2798189.92,45
2024-10-01,P1054,Cricket Bat,Sports & Fitness,184,403960.3,39
2024-10-01,P1055,Football,Sports & Fitness,259,1240559.01,44
2024-10-01,P1056,Water Bottle,Sports & Fitness,673,3131651.15,45
2024-10-01,P1057,Fitness Tracker Band,Sports & Fitness,159,673895.4,42
2024-10-01,P1058,Gym Gloves,Sports & Fitness,111,169812.53,34
2024-10-01,P1059,Badminton Racket,Sports & Fitness,329,652385.22,47
2024-11-01,P1000,Wireless Earbuds,Electronics,100,447315.79,31
