month,product_id,product_name,category,demand,revenue,number_of_orders,lag_1,lag_2,lag_3,rolling_mean_3,month_number
2024-04-01,P1012,Denim Jeans,Fashion,495,1504551.66,45,436.0,375.0,348.0,386.3333333333333,4
2024-05-01,P1012,Denim Jeans,Fashion,565,1711958.39,46,495.0,436.0,375.0,435.3333333333333,5
2024-06-01,P1012,Denim Jeans,Fashion,566,1715012.3,43,565.0,495.0,436.0,498.6666666666667,6
2024-07-01,P1012,Denim Jeans,Fashion,512,1558847.68,46,566.0,565.0,495.0,542.0,7
2024-08-01,P1012,Denim Jeans,Fashion,585,1763495.79,48,512.0,566.0,565.0,547.6666666666666,8
2024-09-01,P1012,Denim Jeans,Fashion,439,1334798.77,46,585.0,512.0,566.0,554.3333333333334,9
2024-10-01,P1012,Denim Jeans,Fashion,398,1220848.74,49,439.0,585.0,512.0,512.0,10
2024-11-01,P1012,Denim Jeans,Fashion,337,1035109.82,47,398.0,439.0,585.0,474.0,11
2024-12-01,P1012,Denim Jeans,Fashion,414,1264581.07,45,337.0,398.0,439.0,391.3333333333333,12
2025-01-01,P1012,Denim Jeans,Fashion,422,1292474.35,46,414.0,337.0,398.0,383.0,1
2025-02-01,P1012,Denim Jeans,Fashion,361,1100642.48,43,422.0,414.0,337.0,391.0,2
2025-03-01,P1012,Denim Jeans,Fashion,484,1481899.61,43,361.0,422.0,414.0,399.0,3
2025-04-01,P1012,Denim Jeans,Fashion,522,1569769.28,45,484.0,361.0,422.0,422.3333333333333,4
2025-05-01,P1012,Denim Jeans,Fashion,552,1662125.64,46,522.0,484.0,361.0,455.6666666666667,5
2025-06-01,P1012,Denim Jeans,Fashion,557,1688669.16,48,552.0,522.0,484.0,519.3333333333334,6
2025-07-01,P1012,Denim Jeans,Fashion,646,1962556.14,52,557.0,552.0,522.0,543.6666666666666,7
2025-08-01,P1012,Denim Jeans,Fashion,641,1921551.39,45,646.0,557.0,552.0,585.0,8
2025-09-01,P1012,Denim Jeans,Fashion,467,1413786.96,45,641.0,646.0,557.0,614.6666666666666,9
2024-01-01,P1013,Running Shoes,Fashion,560,82519.11,51,689.0,661.0,601.0,650.3333333333334,1
2024-02-01,P1013,Running Shoes,Fashion,463,68302.56,49,560.0,689.0,661.0,636.6666666666666,2
2024-03-01,P1013,Running Shoes,Fashion,631,91757.56,47,463.0,560.0,689.0,570.6666666666666,3
2024-04-01,P1013,Running Shoes,Fashion,571,84215.77,47,631.0,463.0,560.0,551.3333333333334,4
2024-05-01,P1013,Running Shoes,Fashion,622,91289.83,45,571.0,631.0,463.0,555.0,5
2024-06-01,P1013,Running Shoes,Fashion,557,82224.42,44,622.0,571.0,631.0,608.0,6
2024-07-01,P1013,Running Shoes,Fashion,551,81333.68,45,557.0,622.0,571.0,583.3333333333334,7
2024-08-01,P1013,Running Shoes,Fashion,599,88500.81999999999,48,551.0,557.0,622.0,576.6666666666666,8
2024-09-01,P1013,Running Shoes,Fashion,464,67613.78,47,599.0,551.0,557.0,569.0,9
2024-10-01,P1013,Running Shoes,Fashion,571,83286.2,52,464.0,599.0,551.0,538.0,10
2024-11-01,P1013,Running Shoes,Fashion,475,69204.72,42,571.0,464.0,599.0,544.6666666666666,11
2024-12-01,P1013,Running Shoes,Fashion,591,86029.42,42,475.0,571.0,464.0,503.3333333333333,12
2025-01-01,P1013,Running Shoes,Fashion,477,71228.28,45,591.0,475.0,571.0,545.6666666666666,1
2025-02-01,P1013,Running Shoes,Fashion,392,58023.76,42,477.0,591.0,475.0,514.3333333333334,2
2025-03-01,P1013,Running Shoes,Fashion,405,59511.66,47,392.0,477.0,591.0,486.6666666666667,3
2025-04-01,P1013,Running Shoes,Fashion,496,73098.06,47,405.0,392.0,477.0,424.6666666666667,4
2025-05-01,P1013,Running Shoes,Fashion,449,65693.62,46,496.0,405.0,392.0,431.0,5
2025-06-01,P1013,Running Shoes,Fashion,474,70062.51,40,449.0,496.0,405.0,450.0,6
2025-07-01,P1013,Running Shoes,Fashion,392,57462.12,42,474.0,449.0,496.0,473.0,7
2025-08-01,P1013,Running Shoes,Fashion,494,72321.04,47,392.0,474.0,449.0,438.3333333333333,8
2025-09-01,P1013,Running Shoes,Fashion,440,64061.11,45,494.0,392.0,474.0,453.3333333333333,9
2024-01-01,P1014,Formal Shirt,Fashion,387,231879.71,47,400.0,359.0,388.0,382.3333333333333,1
2024-02-01,P1014,Formal Shirt,Fashion,324,194083.24,40,387.0,400.0,359.0,382.0,2
2024-03-01,P1014,Formal Shirt,Fashion,367,221045.34,42,324.0,387.0,400.0,370.3333333333333,3
2024-04-01,P1014,Formal Shirt,Fashion,413,249793.0,48,367.0,324.0,387.0,359.3333333333333,4
2024-05-01,P1014,Formal Shirt,Fashion,439,261278.45,41,413.0,367.0,324.0,368.0,5
2024-06-01,P1014,Formal Shirt,Fashion,433,261798.66,47,439.0,413.0,367.0,406.3333333333333,6
2024-07-01,P1014,Formal Shirt,Fashion,444,268876.85,45,433.0,439.0,413.0,428.3333333333333,7
2024-08-01,P1014,Formal Shirt,Fashion,504,298556.42,49,444.0,433.0,439.0,438.6666666666667,8
2024-09-01,P1014,Formal Shirt,Fashion,379,229255.38,42,504.0,444.0,433.0,460.3333333333333,9
2024-10-01,P1014,Formal Shirt,Fashion,459,276099.27,49,379.0,504.0,444.0,442.3333333333333,10
2024-11-01,P1014,Formal Shirt,Fashion,446,269348.86,42,459.0,379.0,504.0,447.3333333333333,11
2024-12-01,P1014,Formal Shirt,Fashion,518,308512.79,47,446.0,459.0,379.0,428.0,12
2025-01-01,P1014,Formal Shirt,Fashion,560,329488.33,44,518.0,446.0,459.0,474.3333333333333,1
2025-02-01,P1014,Formal Shirt,Fashion,405,243138.07,43,560.0,518.0,446.0,508.0,2
2025-03-01,P1014,Formal Shirt,Fashion,530,317969.89,44,405.0,560.0,518.0,494.3333333333333,3
2025-04-01,P1014,Formal Shirt,Fashion,531,319160.88,41,530.0,405.0,560.0,498.3333333333333,4
2025-05-01,P1014,Formal Shirt,Fashion,550,329591.29,43,531.0,530.0,405.0,488.6666666666667,5
2025-06-01,P1014,Formal Shirt,Fashion,585,350004.47000000003,47,550.0,531.0,530.0,537.0,6
2025-07-01,P1014,Formal Shirt,Fashion,572,340614.69,48,585.0,550.0,531.0,555.3333333333334,7
2025-08-01,P1014,Formal Shirt,Fashion,595,357124.96,50,572.0,585.0,550.0,569.0,8
2025-09-01,P1014,Formal Shirt,Fashion,546,324853.46,47,595.0,572.0,585.0,584.0,9
2024-01-01,P1015,Winter Jacket,Fashion,183,603593.32,39,237.0,217.0,179.0,211.0,1
2024-02-01,P1015,Winter Jacket,Fashion,155,515574.59,37,183.0,237.0,217.0,212.33333333333334,2
2024-03-01,P1015,Winter Jacket,Fashion,201,654402.9,39,155.0,183.0,237.0,191.66666666666666,3
2024-04-01,P1015,Winter Jacket,Fashion,220,729250.79,43,201.0,155.0,183.0,179.66666666666666,4
2024-05-01,P1015,Winter Jacket,Fashion,254,835679.75,50,220.0,201.0,155.0,192.0,5
2024-06-01,P1015,Winter Jacket,Fashion,226,744972.7,45,254.0,220.0,201.0,225.0,6
2024-07-01,P1015,Winter Jacket,Fashion,223,737560.59,47,226.0,254.0,220.0,233.33333333333334,7
2024-08-01,P1015,Winter Jacket,Fashion,267,890933.3,46,223.0,226.0,254.0,234.33333333333334,8
2024-09-01,P1015,Winter Jacket,Fashion,248,823783.22,48,267.0,223.0,226.0,238.66666666666666,9
2024-10-01,P1015,Winter Jacket,Fashion,220,724615.03,47,248.0,267.0,223.0,246.0,10
2024-11-01,P1015,Winter Jacket,Fashion,255,848718.64,45,220.0,248.0,267.0,245.0,11
2024-12-01,P1015,Winter Jacket,Fashion,257,847114.83,45,255.0,220.0,248.0,241.0,12
2025-01-01,P1015,Winter Jacket,Fashion,293,964501.89,47,257.0,255.0,220.0,244.0,1
2025-02-01,P1015,Winter Jacket,Fashion,226,746514.43,43,293.0,257.0,255.0,268.3333333333333,2
2025-03-01,P1015,Winter Jacket,Fashion,265,875755.49,45,226.0,293.0,257.0,258.6666666666667,3
2025-04-01,P1015,Winter Jacket,Fashion,248,818320.9299999999,47,265.0,226.0,293.0,261.3333333333333,4
2025-05-01,P1015,Winter Jacket,Fashion,270,901276.07,44,248.0,265.0,226.0,246.33333333333334,5
2025-06-01,P1015,Winter Jacket,Fashion,286,947769.65,42,270.0,248.0,265.0,261.0,6
2025-07-01,P1015,Winter Jacket,Fashion,299,982594.95,49,286.0,270.0,248.0,268.0,7
2025-08-01,P1015,Winter Jacket,Fashion,290,955250.07,48,299.0,286.0,270.0,285.0,8
2025-09-01,P1015,Winter Jacket,Fashion,294,984349.21,42,290.0,299.0,286.0,291.6666666666667,9
2024-01-01,P1016,Leather Wallet,Fashion,244,31227.6,46,275.0,274.0,311.0,286.6666666666667,1
2024-02-01,P1016,Leather Wallet,Fashion,213,27250.89,42,244.0,275.0,274.0,264.3333333333333,2
2024-03-01,P1016,Leather Wallet,Fashion,257,32582.61,45,213.0,244.0,275.0,244.0,3
2024-04-01,P1016,Leather Wallet,Fashion,248,31749.51,46,257.0,213.0,244.0,238.0,4
2024-05-01,P1016,Leather Wallet,Fashion,317,40278.01,44,248.0,257.0,213.0,239.33333333333334,5
2024-06-01,P1016,Leather Wallet,Fashion,245,31076.62,42,317.0,248.0,257.0,274.0,6
2024-07-01,P1016,Leather Wallet,Fashion,230,29488.77,44,245.0,317.0,248.0,270.0,7
2024-08-01,P1016,Leather Wallet,Fashion,251,31904.91,47,230.0,245.0,317.0,264.0,8
2024-09-01,P1016,Leather Wallet,Fashion,191,24246.75,43,251.0,230.0,245.0,242.0,9
2024-10-01,P1016,Leather Wallet,Fashion,273,34334.03,42,191.0,251.0,230.0,224.0,10
2024-11-01,P1016,Leather Wallet,Fashion,217,27950.08,39,273.0,191.0,251.0,238.33333333333334,11
2024-12-01,P1016,Leather Wallet,Fashion,239,30465.84,42,217.0,273.0,191.0,227.0,12
2025-01-01,P1016,Leather Wallet,Fashion,245,31455.12,43,239.0,217.0,273.0,243.0,1
2025-02-01,P1016,Leather Wallet,Fashion,181,23010.9,38,245.0,239.0,217.0,233.66666666666666,2
2025-03-01,P1016,Leather Wallet,Fashion,213,26966.91,47,181.0,245.0,239.0,221.66666666666666,3
2025-04-01,P1016,Leather Wallet,Fashion,205,25957.96,44,213.0,181.0,245.0,213.0,4
2025-05-01,P1016,Leather Wallet,Fashion,175,22199.99,40,205.0,213.0,181.0,199.66666666666666,5
2025-06-01,P1016,Leather Wallet,Fashion,213,26901.11,43,175.0,205.0,213.0,197.66666666666666,6
2025-07-01,P1016,Leather Wallet,Fashion,137,17579.58,38,213.0,175.0,205.0,197.66666666666666,7
2025-08-01,P1016,Leather Wallet,Fashion,198,24906.99,41,137.0,213.0,175.0,175.0,8
2025-09-01,P1016,Leather Wallet,Fashion,163,20504.23,38,198.0,137.0,213.0,182.66666666666666,9
2024-01-01,P1017,Sunglasses,Fashion,742,651233.92,47,717.0,740.0,731.0,729.3333333333334,1
2024-02-01,P1017,Sunglasses,Fashion,640,564385.65,45,742.0,717.0,740.0,733.0,2
2024-03-01,P1017,Sunglasses,Fashion,662,582577.53,46,640.0,742.0,717.0,699.6666666666666,3
2024-04-01,P1017,Sunglasses,Fashion,702,618594.02,46,662.0,640.0,742.0,681.3333333333334,4
2024-05-01,P1017,Sunglasses,Fashion,713,635171.17,46,702.0,662.0,640.0,668.0,5
2024-06-01,P1017,Sunglasses,Fashion,712,638958.93,48,713.0,702.0,662.0,692.3333333333334,6
2024-07-01,P1017,Sunglasses,Fashion,693,617047.28,51,712.0,713.0,702.0,709.0,7
2024-08-01,P1017,Sunglasses,Fashion,770,685331.28,48,693.0,712.0,713.0,706.0,8
2024-09-01,P1017,Sunglasses,Fashion,703,628471.19,48,770.0,693.0,712.0,725.0,9
2024-10-01,P1017,Sunglasses,Fashion,673,588426.99,42,703.0,770.0,693.0,722.0,10
2024-11-01,P1017,Sunglasses,Fashion,657,589371.07,45,673.0,703.0,770.0,715.3333333333334,11
2024-12-01,P1017,Sunglasses,Fashion,691,606699.52,49,657.0,673.0,703.0,677.6666666666666,12
2025-01-01,P1017,Sunglasses,Fashion,715,639444.9,49,691.0,657.0,673.0,673.6666666666666,1
2025-02-01,P1017,Sunglasses,Fashion,583,515871.01,45,715.0,691.0,657.0,687.6666666666666,2
2025-03-01,P1017,Sunglasses,Fashion,675,602057.02,45,583.0,715.0,691.0,663.0,3
2025-04-01,P1017,Sunglasses,Fashion,656,581189.94,43,675.0,583.0,715.0,657.6666666666666,4
2025-05-01,P1017,Sunglasses,Fashion,763,682018.08,43,656.0,675.0,583.0,638.0,5
2025-06-01,P1017,Sunglasses,Fashion,728,651318.9,46,763.0,656.0,675.0,698.0,6
2025-07-01,P1017,Sunglasses,Fashion,737,660405.82,45,728.0,763.0,656.0,715.6666666666666,7
2025-08-01,P1017,Sunglasses,Fashion,723,635157.25,43,737.0,728.0,763.0,742.6666666666666,8
2025-09-01,P1017,Sunglasses,Fashion,690,616680.35,42,723.0,737.0,728.0,729.3333333333334,9
2024-01-01,P1018,Backpack,Fashion,265,725777.83,48,358.0,249.0,279.0,295.3333333333333,1
2024-02-01,P1018,Backpack,Fashion,293,802618.42,44,265.0,358.0,249.0,290.6666666666667,2
2024-03-01,P1018,Backpack,Fashion,279,766184.83,42,293.0,265.0,358.0,305.3333333333333,3
2024-04-01,P1018,Backpack,Fashion,292,806869.68,43,279.0,293.0,265.0,279.0,4
2024-05-01,P1018,Backpack,Fashion,330,923694.25,44,292.0,279.0,293.0,288.0,5
2024-06-01,P1018,Backpack,Fashion,321,881005.39,47,330.0,292.0,279.0,300.3333333333333,6
2024-07-01,P1018,Backpack,Fashion,350,972525.63,46,321.0,330.0,292.0,314.3333333333333,7
2024-08-01,P1018,Backpack,Fashion,373,1023166.58,46,350.0,321.0,330.0,333.6666666666667,8
2024-09-01,P1018,Backpack,Fashion,258,712880.71,42,373.0,350.0,321.0,348.0,9
2024-10-01,P1018,Backpack,Fashion,312,859116.8099999999,41,258.0,373.0,350.0,327.0,10
2024-11-01,P1018,Backpack,Fashion,290,787813.63,47,312.0,258.0,373.0,314.3333333333333,11
2024-12-01,P1018,Backpack,Fashion,311,860751.99,46,290.0,312.0,258.0,286.6666666666667,12
2025-01-01,P1018,Backpack,Fashion,313,869272.5700000001,45,311.0,290.0,312.0,304.3333333333333,1
2025-02-01,P1018,Backpack,Fashion,230,632703.32,44,313.0,311.0,290.0,304.6666666666667,2
2025-03-01,P1018,Backpack,Fashion,287,789575.36,47,230.0,313.0,311.0,284.6666666666667,3
2025-04-01,P1018,Backpack,Fashion,273,745845.8,41,287.0,230.0,313.0,276.6666666666667,4
2025-05-01,P1018,Backpack,Fashion,325,896107.74,43,273.0,287.0,230.0,263.3333333333333,5
2025-06-01,P1018,Backpack,Fashion,323,885463.62,40,325.0,273.0,287.0,295.0,6
2025-07-01,P1018,Backpack,Fashion,276,765939.26,45,323.0,325.0,273.0,307.0,7
2025-08-01,P1018,Backpack,Fashion,291,801826.7,43,276.0,323.0,325.0,308.0,8
2025-09-01,P1018,Backpack,Fashion,355,993908.06,48,291.0,276.0,323.0,296.6666666666667,9
2024-01-01,P1019,Sneakers,Fashion,209,719594.42,45,242.0,223.0,268.0,244.33333333333334,1
2024-02-01,P1019,Sneakers,Fashion,176,608651.11,35,209.0,242.0,223.0,224.66666666666666,2
2024-03-01,P1019,Sneakers,Fashion,222,765001.87,45,176.0,209.0,242.0,209.0,3
2024-04-01,P1019,Sneakers,Fashion,197,677627.17,44,222.0,176.0,209.0,202.33333333333334,4
2024-05-01,P1019,Sneakers,Fashion,220,765905.27,44,197.0,222.0,176.0,198.33333333333334,5
2024-06-01,P1019,Sneakers,Fashion,183,636258.0,41,220.0,197.0,222.0,213.0,6
2024-07-01,P1019,Sneakers,Fashion,185,632761.66,45,183.0,220.0,197.0,200.0,7
2024-08-01,P1019,Sneakers,Fashion,237,820505.09,46,185.0,183.0,220.0,196.0,8
2024-09-01,P1019,Sneakers,Fashion,209,726704.52,44,237.0,185.0,183.0,201.66666666666666,9
2024-10-01,P1019,Sneakers,Fashion,208,720518.88,40,209.0,237.0,185.0,210.33333333333334,10
2024-11-01,P1019,Sneakers,Fashion,167,579704.56,40,208.0,209.0,237.0,218.0,11
2024-12-01,P1019,Sneakers,Fashion,214,738129.81,39,167.0,208.0,209.0,194.66666666666666,12
2025-01-01,P1019,Sneakers,Fashion,167,575812.61,37,214.0,167.0,208.0,196.33333333333334,1
2025-02-01,P1019,Sneakers,Fashion,133,458975.33,38,167.0,214.0,167.0,182.66666666666666,2
2025-03-01,P1019,Sneakers,Fashion,180,615698.5,40,133.0,167.0,214.0,171.33333333333334,3
2025-04-01,P1019,Sneakers,Fashion,173,598799.77,42,180.0,133.0,167.0,160.0,4
2025-05-01,P1019,Sneakers,Fashion,163,570605.36,37,173.0,180.0,133.0,162.0,5
2025-06-01,P1019,Sneakers,Fashion,161,555238.26,37,163.0,173.0,180.0,172.0,6
2025-07-01,P1019,Sneakers,Fashion,156,537614.35,40,161.0,163.0,173.0,165.66666666666666,7
2025-08-01,P1019,Sneakers,Fashion,166,573595.46,44,156.0,161.0,163.0,160.0,8
2025-09-01,P1019,Sneakers,Fashion,182,625636.6,41,166.0,156.0,161.0,161.0,9
2024-01-01,P1020,Non-stick Pan,Home & Kitchen,240,783719.25,43,296.0,248.0,253.0,265.6666666666667,1
2024-02-01,P1020,Non-stick Pan,Home & Kitchen,215,702465.76,45,240.0,296.0,248.0,261.3333333333333,2
2024-03-01,P1020,Non-stick Pan,Home & Kitchen,258,835456.97,48,215.0,240.0,296.0,250.33333333333334,3
2024-04-01,P1020,Non-stick Pan,Home & Kitchen,259,846621.38,43,258.0,215.0,240.0,237.66666666666666,4
2024-05-01,P1020,Non-stick Pan,Home & Kitchen,267,870537.35,44,259.0,258.0,215.0,244.0,5
2024-06-01,P1020,Non-stick Pan,Home & Kitchen,285,920361.87,42,267.0,259.0,258.0,261.3333333333333,6
2024-07-01,P1020,Non-stick Pan,Home & Kitchen,250,814944.78,48,285.0,267.0,259.0,270.3333333333333,7
2024-08-01,P1020,Non-stick Pan,Home & Kitchen,283,919370.43,43,250.0,285.0,267.0,267.3333333333333,8
2024-09-01,P1020,Non-stick Pan,Home & Kitchen,236,757481.24,44,283.0,250.0,285.0,272.6666666666667,9
2024-10-01,P1020,Non-stick Pan,Home & Kitchen,258,843691.0,46,236.0,283.0,250.0,256.3333333333333,10
2024-11-01,P1020,Non-stick Pan,Home & Kitchen,214,692472.3,43,258.0,236.0,283.0,259.0,11
2024-12-01,P1020,Non-stick Pan,Home & Kitchen,258,849733.52,41,214.0,258.0,236.0,236.0,12
2025-01-01,P1020,Non-stick Pan,Home & Kitchen,227,731323.83,46,258.0,214.0,258.0,243.33333333333334,1
2025-02-01,P1020,Non-stick Pan,Home & Kitchen,182,586129.31,39,227.0,258.0,214.0,233.0,2
2025-03-01,P1020,Non-stick Pan,Home & Kitchen,250,808271.6,42,182.0,227.0,258.0,222.33333333333334,3
2025-04-01,P1020,Non-stick Pan,Home & Kitchen,262,860267.8200000001,44,250.0,182.0,227.0,219.66666666666666,4
2025-05-01,P1020,Non-stick Pan,Home & Kitchen,266,867804.8099999999,45,262.0,250.0,182.0,231.33333333333334,5
2025-06-01,P1020,Non-stick Pan,Home & Kitchen,247,802841.21,43,266.0,262.0,250.0,259.3333333333333,6
2025-07-01,P1020,Non-stick Pan,Home & Kitchen,251,817118.93,47,247.0,266.0,262.0,258.3333333333333,7
2025-08-01,P1020,Non-stick Pan,Home & Kitchen,269,872715.97,47,251.0,247.0,266.0,254.66666666666666,8
2025-09-01,P1020,Non-stick Pan,Home & Kitchen,253,827615.32,44,269.0,251.0,247.0,255.66666666666666,9
2024-01-01,P1021,Electric Kettle,Home & Kitchen,419,496195.55,50,423.0,371.0,428.0,407.3333333333333,1
2024-02-01,P1021,Electric Kettle,Home & Kitchen,379,452667.78,38,419.0,423.0,371.0,404.3333333333333,2
2024-03-01,P1021,Electric Kettle,Home & Kitchen,371,444862.8,42,379.0,419.0,423.0,407.0,3
2024-04-01,P1021,Electric Kettle,Home & Kitchen,420,503919.51,43,371.0,379.0,419.0,389.6666666666667,4
2024-05-01,P1021,Electric Kettle,Home & Kitchen,447,535375.41,43,420.0,371.0,379.0,390.0,5
2024-06-01,P1021,Electric Kettle,Home & Kitchen,454,545794.54,46,447.0,420.0,371.0,412.6666666666667,6
2024-07-01,P1021,Electric Kettle,Home & Kitchen,468,549120.37,44,454.0,447.0,420.0,440.3333333333333,7
2024-08-01,P1021,Electric Kettle,Home & Kitchen,470,567383.28,45,468.0,454.0,447.0,456.3333333333333,8
2024-09-01,P1021,Electric Kettle,Home & Kitchen,422,499798.47,42,470.0,468.0,454.0,464.0,9
2024-10-01,P1021,Electric Kettle,Home & Kitchen,480,566100.54,46,422.0,470.0,468.0,453.3333333333333,10
2024-11-01,P1021,Electric Kettle,Home & Kitchen,458,546610.02,47,480.0,422.0,470.0,457.3333333333333,11
2024-12-01,P1021,Electric Kettle,Home & Kitchen,540,639787.99,44,458.0,480.0,422.0,453.3333333333333,12
2025-01-01,P1021,Electric Kettle,Home & Kitchen,444,525780.12,48,540.0,458.0,480.0,492.6666666666667,1
2025-02-01,P1021,Electric Kettle,Home & Kitchen,455,542846.5,46,444.0,540.0,458.0,480.6666666666667,2
2025-03-01,P1021,Electric Kettle,Home & Kitchen,534,633875.26,44,455.0,444.0,540.0,479.6666666666667,3
2025-04-01,P1021,Electric Kettle,Home & Kitchen,477,564967.14,48,534.0,455.0,444.0,477.6666666666667,4
2025-05-01,P1021,Electric Kettle,Home & Kitchen,565,672294.5,47,477.0,534.0,455.0,488.6666666666667,5
2025-06-01,P1021,Electric Kettle,Home & Kitchen,602,717225.67,50,565.0,477.0,534.0,525.3333333333334,6
2025-07-01,P1021,Electric Kettle,Home & Kitchen,564,669524.46,52,602.0,565.0,477.0,548.0,7
2025-08-01,P1021,Electric Kettle,Home & Kitchen,625,737487.25,46,564.0,602.0,565.0,577.0,8
2025-09-01,P1021,Electric Kettle,Home & Kitchen,587,693953.07,46,625.0,564.0,602.0,597.0,9
2024-01-01,P1022,Mixer Grinder,Home & Kitchen,156,556330.84,43,196.0,151.0,167.0,171.33333333333334,1
2024-02-01,P1022,Mixer Grinder,Home & Kitchen,138,491996.4,35,156.0,196.0,151.0,167.66666666666666,2
2024-03-01,P1022,Mixer Grinder,Home & Kitchen,155,549428.65,42,138.0,156.0,196.0,163.33333333333334,3
2024-04-01,P1022,Mixer Grinder,Home & Kitchen,142,499300.0,39,155.0,138.0,156.0,149.66666666666666,4
2024-05-01,P1022,Mixer Grinder,Home & Kitchen,145,516880.54,38,142.0,155.0,138.0,145.0,5
2024-06-01,P1022,Mixer Grinder,Home & Kitchen,136,480901.37,45,145.0,142.0,155.0,147.33333333333334,6
2024-07-01,P1022,Mixer Grinder,Home & Kitchen,161,570789.39,42,136.0,145.0,142.0,141.0,7
2024-08-01,P1022,Mixer Grinder,Home & Kitchen,147,523641.38,38,161.0,136.0,145.0,147.33333333333334,8
2024-09-01,P1022,Mixer Grinder,Home & Kitchen,116,415874.37,37,147.0,161.0,136.0,148.0,9
2024-10-01,P1022,Mixer Grinder,Home & Kitchen,175,618861.18,40,116.0,147.0,161.0,141.33333333333334,10
2024-11-01,P1022,Mixer Grinder,Home & Kitchen,132,468384.0,30,175.0,116.0,147.0,146.0,11
2024-12-01,P1022,Mixer Grinder,Home & Kitchen,121,427725.22,36,132.0,175.0,116.0,141.0,12
2025-01-01,P1022,Mixer Grinder,Home & Kitchen,149,520737.83,36,121.0,132.0,175.0,142.66666666666666,1
2025-02-01,P1022,Mixer Grinder,Home & Kitchen,94,333406.27,35,149.0,121.0,132.0,134.0,2
2025-03-01,P1022,Mixer Grinder,Home & Kitchen,108,382806.79,36,94.0,149.0,121.0,121.33333333333333,3
2025-04-01,P1022,Mixer Grinder,Home & Kitchen,113,402166.16,34,108.0,94.0,149.0,117.0,4
2025-05-01,P1022,Mixer Grinder,Home & Kitchen,121,419118.18,39,113.0,108.0,94.0,105.0,5
2025-06-01,P1022,Mixer Grinder,Home & Kitchen,117,414105.3,41,121.0,113.0,108.0,114.0,6
2025-07-01,P1022,Mixer Grinder,Home & Kitchen,118,418251.5,44,117.0,121.0,113.0,117.0,7
2025-08-01,P1022,Mixer Grinder,Home & Kitchen,131,468081.66,37,118.0,117.0,121.0,118.66666666666667,8
2025-09-01,P1022,Mixer Grinder,Home & Kitchen,126,448874.93,35,131.0,118.0,117.0,122.0,9
2024-01-01,P1023,LED Bulb Pack,Home & Kitchen,165,206758.08,36,261.0,227.0,230.0,239.33333333333334,1
2024-02-01,P1023,LED Bulb Pack,Home & Kitchen,183,228749.2,41,165.0,261.0,227.0,217.66666666666666,2
2024-03-01,P1023,LED Bulb Pack,Home & Kitchen,208,260547.77,39,183.0,165.0,261.0,203.0,3
2024-04-01,P1023,LED Bulb Pack,Home & Kitchen,186,230381.18,41,208.0,183.0,165.0,185.33333333333334,4
2024-05-01,P1023,LED Bulb Pack,Home & Kitchen,223,281001.37,41,186.0,208.0,183.0,192.33333333333334,5
2024-06-01,P1023,LED Bulb Pack,Home & Kitchen,220,273822.45,36,223.0,186.0,208.0,205.66666666666666,6
2024-07-01,P1023,LED Bulb Pack,Home & Kitchen,196,243980.64,45,220.0,223.0,186.0,209.66666666666666,7
2024-08-01,P1023,LED Bulb Pack,Home & Kitchen,200,251165.25,44,196.0,220.0,223.0,213.0,8
2024-09-01,P1023,LED Bulb Pack,Home & Kitchen,174,219774.72,40,200.0,196.0,220.0,205.33333333333334,9
2024-10-01,P1023,LED Bulb Pack,Home & Kitchen,250,314280.98,45,174.0,200.0,196.0,190.0,10
2024-11-01,P1023,LED Bulb Pack,Home & Kitchen,181,228289.9,42,250.0,174.0,200.0,208.0,11
2024-12-01,P1023,LED Bulb Pack,Home & Kitchen,217,269788.37,43,181.0,250.0,174.0,201.66666666666666,12
2025-01-01,P1023,LED Bulb Pack,Home & Kitchen,217,270543.77,46,217.0,181.0,250.0,216.0,1
2025-02-01,P1023,LED Bulb Pack,Home & Kitchen,174,214968.7,36,217.0,217.0,181.0,205.0,2
2025-03-01,P1023,LED Bulb Pack,Home & Kitchen,210,264308.05,46,174.0,217.0,217.0,202.66666666666666,3
2025-04-01,P1023,LED Bulb Pack,Home & Kitchen,188,235590.71,43,210.0,174.0,217.0,200.33333333333334,4
2025-05-01,P1023,LED Bulb Pack,Home & Kitchen,212,265564.41,42,188.0,210.0,174.0,190.66666666666666,5
2025-06-01,P1023,LED Bulb Pack,Home & Kitchen,222,278093.05,42,212.0,188.0,210.0,203.33333333333334,6
2025-07-01,P1023,LED Bulb Pack,Home & Kitchen,237,295274.89,42,222.0,212.0,188.0,207.33333333333334,7
2025-08-01,P1023,LED Bulb Pack,Home & Kitchen,234,292442.57,47,237.0,222.0,212.0,223.66666666666666,8
2025-09-01,P1023,LED Bulb Pack,Home & Kitchen,244,307141.75,44,234.0,237.0,222.0,231.0,9
2024-01-01,P1024,Storage Containers,Home & Kitchen,501,840523.13,47,524.0,543.0,565.0,544.0,1
2024-02-01,P1024,Storage Containers,Home & Kitchen,447,743736.62,45,501.0,524.0,543.0,522.6666666666666,2
2024-03-01,P1024,Storage Containers,Home & Kitchen,518,868440.6,44,447.0,501.0,524.0,490.6666666666667,3
2024-04-01,P1024,Storage Containers,Home & Kitchen,468,783244.21,48,518.0,447.0,501.0,488.6666666666667,4
2024-05-01,P1024,Storage Containers,Home & Kitchen,499,832517.42,43,468.0,518.0,447.0,477.6666666666667,5
